name,N,board_1,board_2,board_3,solution,score,tier,is_solved
puzzle_62,13,ABBBBCCCCDEEEAAABCCCCDDDEEAAFBBCCCDDDEEAAFFFGGGDDDEEAAAFFFGGDDDEEAAFFGGGGDDDEEAAFGGGHHIJJEJAHHHHHHHIIJJJAHHHHHHHIIIJJKKKHHLLLLIIJJKKKLLLLLLIIIJKKKKKLMMMMMIIKKKKLLMMMMMII,AABBBBCCCCDDDAABBEBCCCCDDDAABEEEECCCDDDAABBEEEEECDDDABBBFGGEEDDHHIIIFFGGGGDHHHIIIIFJGGGDHHHIIIFFJJJGHHHHIIIFFJJJJJJJHIIFFFKKJJJJLLFFFMMKKKLLLLLMMMMMMKKKLLLLMMMMMKKKKKKLL,AAAABBCCDDDEEAAAABCCCDDDEEAAABBCCCDFFFEGABBBBBCDDFFEGGBBBFFDDFFEEHGGBBBFDFFFEEHGGIIIFFFFJJEHGGIKIIIIJJEEHGKKKKKJIJJJEHKKKLKKJJJJMEHKKLLLLJMMMMMHHKKLLLLMMMMMHHHHLLLLLMMMM,.x.x.x..............x.x.x..x.x.x..............x.x.x.x..x.x..............x.x.x.x.x.x..............x.x.x...x..x.......x......x.x.x....x.x.......xx.....x...x....x.....x...x,229,Medium,True
puzzle_94,13,AAAAAABBCCCCCAAADAABCCCCCCAEDDABBFFFFFCEEDDABBFFFFFCEEDAAABFFGGFFEEDDHHBBBGGGIEDDDJHHHBGGIIEEEJJHHHHGIIIKKJJJJJJHHLIIKKKKJJJMHHLLIKKKKJJMMLHLLIKKKKJMMMLLLLIKKKKMMMLLLLLL,AAABBBBBBBCCCAAAABBBBDDCCCAAAABBBBDDCCCAAAAEBDDDFCCCGGEEEEDDDFCCCGGEEEEDDDFFFHGGGEEEIDDHHHHGGGIIIIIJHHHHKKIIILLLJHHHHKKIILLLJJMMHHKKKILLLJJMMMMKIIIKJJJJJMMMKKKKKJJJJJMMM,AAABBBBBCCCCCAAAAABBCCCCCCDAAABBECEFFCCDDDABBEEEFFFFDDDAEEEGEFFFHDDDAEEGGFFFHHIDDJEEEGGGHHHIDDJJJGGGGHKHILLJJJGGHHHKHILLLLJMGMHHKHIILLLJMMMMHKHIILLLJMMMKHKKIIIIIJJJMKKKK,.x.x..x..............x.x.x.x.x.x..............x.x.x.x.x.x...............x.x.x.x.x..x..............x.x.x..x.x.x...............x.x.xx...x.x........x.....x...x....x.x...x..,276,Medium,True
puzzle_72,13,AABBBBBBBCCDDAABBECCCCCDDDAABBEEECFCDDDAEEEEEGFFCCDDAEEGGGGFFHCCIAAGGGGFFFHCCIAAAAGGFFFHHCIJAAKGKFFHHHHIJJKKKKKFFIIHIJJKKLKKKKIIIIJJJJLLMKMMMIIJJJLLLMMMMMIIJLLLLLMMMMMMI,AAAAABBBBBBCCDDDDAAABBBBBCDDDDDAABCCCCCEEDDDDAAAACCCEEFFFFFGGHCCHIEEEFFGGGHHHHIIEFFFGGJHHHHIEEEKKGGJJJHHIIEKKKGGJJJHHIKEKKKGGJJJJJIKKKKLLGMJJJJIIKKKLLLMMMMMIIKKLLLLMMMMM,AAAAABBBBBBCCADDAAEBFFFBCCAADEEEBFEFFFCAADDEEEEEEFCCAADDDEEEEFFCCDDDGGEHHEFCCCDDGGGHHHEIIIIGGGGHHHJEIIIIGGGGHHHJJKIIIGGLLMMJJJKIIILLLMMMJJJKKIKLLLMLMMJJKKKKLLLLLLMJKKKKK,...x..x.....xx.......x.x....x.x.x..............x.x.x.x.x.x..............x.x.x.x.x..x..............x.x.x.x.x.x...............x.x.x..x.x.x...............x.x.x.x..x.x......,335,Medium,True
puzzle_68,13,AAAAAAAAAAAABCCCCDDAEAAAABCCCCDDEEEBBBBCCDDDDDEEFFFBGCHHHEDEEFBBBGGHHHEEEEFFBBGGHHHIJFFFFBKGGGHIIJFFFLLKHHGHIJJJLLLLKHHHHIIJJLLLKKHMHHIIJJLLLKKMMHMMIJJJJLKKMMMMIIIIIJLLK,AAAAAAABBBBBBACCAAAABBBDDBCCCAAEAEFFDDBCCAAAEEEEFDDDCCGGGGEEEFDDDCHHGHGGEIFFDDCHHGHGEEIFFFDCCHHHGGGIIFJJKHHLHGIIIIJJJKHKLLMIIIMMJJKKKLLMMIIIMJJKKKLLMMIIMMJJLLLLLMMMMMJJJ,AAAAAABBBBBBBAAAAAAACCCBCBDAAEAAECCCCCCDDEEEEECCFCCCDEEEGEHHCFFFFDEEGGGHHHFFIIDDEGJGGHHFFIIDDDGJJGGHFKIIDLDJJJGGHKKIILLLLLJJHHKKIKLMMMMJJJHKIIKLLLMMJJKKKKKKLMMMMJJJJKKKK,.......x.x.x..x.x.x..............x.x.x..x.x.x..............x.x.x..x.x.x...............x.x.xx...x.x........x.......x.xx...x...x......x...x...x..x...x...x......x...x.....x,337,Medium,True
puzzle_49,13,AAABBBBBBCCCCAABBBBBBBCCCCAADDBBEFFFCCGADDDDDEFFFCCGADDDDEEEFFCCGHHDHHEEEFFCGGHHHHEEEIFFFGGHJHHHEIIIFFGGJJJHKKILIIIGGJJJKKKLLLIIGGJJKKKKLLMMIIIJJJKLLLLMIIMMJJJKLLLLMMMMM,AAAABBCCCCDDDAAABBBBCCDDDDAABBBBECCDFFDAAGGBEEECFFFDAAGGBEECCFFFDGGGEEEEECFFFDGGGEEEEEFFDDDHHGIIIIIFFJJDHHHHIKLLLLLJJHHHHHKLLLLLJJHHHHHKLLLLLJJMMKKKKKMMMMJJMMMMMMMMMMJJJ,AAABCCCDDDDEEAAABCCCCCDDEEAABBBFFCCDDDEAABBBBFFDDDEEAAABBBBFFFEEEGGGBBBFFFFEEHGGGIIIIIFEEEHGGGIIIIIIIHHHGGIIJKIIIIHHHGGIJJKKKLLHHLGJJJKKKKKLLLLMMMJJKKMMMLLLMMMMMMMMMMLLL,..x.....x.x..x...x.x..............x.x.x..x.x.x......x.......x..x...x.x.x......x........x..x...x.x.x......x........x.x...x.x.x......x.......x.x....x.x.x......x.......x.x.,353,Medium,True
puzzle_36,13,AAABBBCCCCDDDABBBCCCCCCDDDABBBBCCEFFDDDAABBBEEEFFFDDAAEEEEFFFFFGDAAHHEEEFFFGGDAIHHHHHHFFGGGAIIIHIIHHJJJGAAKIIILHJJJJGAAKIILLLLJJGGKKKKILLLMMMGGKLLKILLMMMMGGKKLLLLLMMMMGG,AAABBCCCDDDEEABABBCCCDDDEEABBBFCCCDDDEEABBAFFCCGGDEEAAAAAFGGGDDEEAFAFFFGGGDEEEFFFFFGGHGGGEIFJFGGGHHGHHIIJJJJJJKHHHLLIJJJJKKKKHHLLIMMJKKKKLHHLLIMMMKKKKLLLLIIMMMMMMMLLLLII,AAAAABBBCCCCCDAAAAEBBBCCCCDDDAEEEEBCFFCDDDAEEEBBCFFFGGDDDEBBCCFFFGGDDEEEEFFFFFGGDDDHEEEIFIFGGDDHHEIIIIIFGJJHHHHIKIKKFJJJJJHHKKKKKKLJJJJHKKKKKKKLLLLLLLKMMMMMLLLKKKKKMMMMM,..x.x.x..............x.x.x.x.x.x..............x.x.x.x..x.x..............x.x.x..x.x.x..............x.x.x.x.x.x..............x...x.x.x..x...x..........x...x.xx.x.....x....,363,Medium,True
puzzle_31,13,AAAAAABBBBBBBCAAADAABBBBBBCDDDDAAEBBEFFCCDDDDEEEEEFFCCGGGDGEEEEFFCCCCGGGEEEFFFCCCGGHHIEEFFJKKHHHHHIIIIFJKKHLLHHHIIIJJKKHLLHHHIIJJJKHHLLLMMIIJJJKKKKLLMMMMJJJKKKKLLMMMMMMM,AAABBBBBCCCCCAAABBBBCCCCDCAAAEEBFFDCCDCAAAEEBBFDDDDDAAAEEEBFFDFFDGAAHHEEFFFFFFGGIHHHHHFFFJJGGIIIIIHHJJJJGKIIIIIIHHJLLGKKKIIMJHHJLLGGKKMMMJJJJLLGKKKMMMMLJLLLGGKKKKLLLLLLL,AAAAAABBBBBBBAAAAAACCBBBBBDDACCCCCEFBBBDDDGGCCEEFFBBDDDDGGEEFFFFFHHHDGGGEEFFFIHHHHGGGEEEFFIHHHHGGGEEJKIILLHMMMEEEJKKILHHLMMMMJJKKILLLLLLLMJJKKILLJJLJMMJKKIILJJJJJJJJKIII,.x.x.......x......x.x.x....x.x.......x......x.x.x....x.x........x......x.x.x..x.x.x..............x.x...xx...x.....x....x...x.x........x.....x.xx.x....x..........x...x.x.,380,Medium,True
puzzle_37,13,AAAAAAABBBBBCAAAAAABBBCCCCDDDDDDBBCCCCCEEDDDDDFFFCCGEDDDDFFFGFGGGEEDDFFGFGFGHHIEFFFFGGGGGGHIEEJJJJJGHHHHIEJJJJJJJJHHHIIIJJKLJJJHHHIKIKKKLMMMMMHKKKKLLLMMMMMHKKKKLLLMMMMMM,AABBCCCCCDEEEAABBCCCCDDDDEAABBBCDDDDEEEAABBCCCDDDEEEFABBBBGGGEEHHFAABBGGGHEHHIFFAJBGGGHHHIIFJJJGGGGGHHHIFFJJJJGGKKIIIFFJJJJJGKKKIILFFMMMMMMKKKILLFMMLLLMMKKKLLLLLLLLLKKKK,AAAABBBBBCDDDAAAAEBBBCCDDDAAAAEBBBCDDDDAAEEEEEBCCCCCAAEEEFEGGCCCGHIIEEFFGGGCGGHIEEEFFFFGGGGHIIIIFFJFJJGGHHIIIKJJJJJJJLHHHHKKKKKJJJLLLLHKKKKKMJJLLLLKKKMMMMMMLLLKKKKMMMMMM,.......x.x..x.x.x.x..............x.x.x..x.x.x..............x.x.x..x.x.x...............x.x.xx.x...x..........x...x.x..x.x.........x....x.x...x..x.x.....x........x.x....x.,409,Medium,True
puzzle_56,13,AAAAAAAABBBBBAAAAAAAABBBBBCCCDDAEABEBBBCCCDDDEEEEEEFCCCDDDFFFFFFFCCCCDDDFFGGFFHHHHHDDFFFGGIJHHHHDDGGGGGIJJKHHDDGGLGIIJJKKKKDGLLGIIJKKKKLLLLMGIIJJJKKKLMMMMMIJJKKKKKMMMMMI,AAAABBBBCCDDDAAAAABBCCDDDDAAABBBCCEDDDEAAFFBCCCEEDEEFFFFBCCCEEEEEFFFFBCCCEGGGEFFHHHHIIGGGGGFFHHJJIGGKKKKFHHJJJIGGKKKKLHHHJJIGKKKMMLLHJJJIIIMMMMLLLJJJIIIMMMMLLLLLLLIMMMMM,AAAAABBBBBBCCAAADDBEBBBFCCAADDEEEBBFFCCAADDEEEEBFFCCAADDEEEEGFFFCHHDDEIIGGFFCCHHDDIIIIGCCCJHHDDIIIGGCCCJHHIIIGGGGGJJJHHKILGLGGGMMJHKKLLLLMMMMMJKKKLLKLLMMJJJKKKKKKLLLLJJJ,.x.x.x...............x.x.x.x.x..x..............x.x.x..x.x.x......x.......x.x......x.x.....xx.x......x.......x..x...x.x.x......x........x.x...x..x.x.....x........x.x...x.,416,Medium,True
puzzle_80,13,AAAAAABBBBBBBAAAAABBCCDBEBAAAACCCCDDBEBFAFFGCCDDDEEEFFFGGGDDDDEEEFFFGGGGDDDEEEFFGGGGGHHHHEEIIIIGHHHHHJJJIIIIIHHJJJJJJIIKKIIJJLLJJJIIKKKMMMMLLJLIKKKKMMMMMLLLIKKMMMMMMLLLL,AAAAAAABBBBBBAAACAADDBBEEEFCCCGDDDBBBEEFFCCGGDDDBBEEFFCCGGGDDDEEEFHHCGGDDEEEIEFHHCJGJDDDDIIFHHHJJJJIIIIIFFFHHJJJIKKIIFFLHHJJJKKMMMFFLLHHHJKKMMMLLLLHKKKKKMMMLLLLHKKKKKMMM,AAAAAABBBBBBBAAAACCCCCCDBBEAAACCCCFDDDBEEEAAECFFFDDDEEEEEEEFFFFFDEEEEGGEFFFFDDHHGGGGGGFIDDIHHJJJKGGFIIIIHHJJKKKGFFIIIHHJJJKKKKLIIIHJJJJMKKKLLIIMMMMMMMMKLLLIMMMMMMMMKKLLL,....x.x...x..x.......x...x..x.x.x..............x.x.xx.x..x..............x.x.x..x.x.x..............x.x.x..x.x.x..............x.x.x.x.x.x..............x.x.x...x.x........x,417,Medium,True
