name,N,board_1,board_2,board_3,solution,score,tier,is_solved
puzzle_78474,6,AABBBBAAACBBAAACCBDACCEEDDFFFFDFFFFF,AAABBBAAACBDAACCCDEECCDDEECCDDEFFFFD,AABBCDAAABBDEABBBDEEFBDDEEFFDDEFFFFF,....x..x.......x.......xx.......x...,11,Beginner,True
puzzle_28293,6,AAABBBAAACBBAACCBBDDCCCEDDFEEEDFFFFE,AAAAAABBCCAADBCCCCDDCCCEDDFEEEDFFFEE,AAABBBAAACBBDACCCCDCCCCCDDECCFEEEEEE,....x..x.......x..x..........x..x...,15,Beginner,True
puzzle_34961,6,AAAABBAAABBBCCDDDBCCCDEBCFFEEEFFFFEE,AAAABBAACCBBDCCCCBDECCFBDEEFFBEEEEFF,AAAABBCCCCBBDDDCCBDDCCEEDDEEEEDDFEEE,.x.........x...x..x.........x...x...,15,Beginner,True
puzzle_37049,6,ABBBBBAABCCCADDCCCDDDDECFFDEEEFFFEEE,AAABCCAADBCCAADBCCAEDDFCAEDFFFAEEEFF,ABBBBBAABBBBAACBDEACCCDDFFCDDDFFFFDD,...x..x..........x..x.......x..x....,15,Beginner,True
puzzle_38729,6,AABBBCDAABCCAAACCCAAAAECFFAEECFFFEEE,ABBBBBAABBBCAABBCCDDDDECFFDEEEFFFEEE,AABBBCAAABCCAADDCCADDDECFDDEEEFFDDEE,...x..x..........x..x.......x..x....,15,Beginner,True
puzzle_46526,6,AAAABBAACCBBDCCCCBDDCCEBDDDEEBDDFEEE,AAABBBAACBBBDACCCBDDDCEEDFFEEEFFFFEE,AAABCCABBBCCDBBBBCDBBBEEDFFEEEFFFFEE,.x.........x...x..x.........x...x...,15,Beginner,True
puzzle_52954,6,AABBBBAAABBBAACCCDAECCFFEECFFFEEEEEF,AABBBBAAACBDAACCDDACCCEDFFCEEEFFFEEE,AABBBBACCBBDACCCDDACCCEDFFCEEEFFFFEE,...x..x..........x..x.......x..x....,15,Beginner,True
puzzle_1338,6,AAAABCDAABBCDDCCCCDCCCCEDFCCEEFFFFEE,AABBCCAAACCCAAADCCAEDDDFEEEFFFEEEEFF,ABBBCCABBCCCABBDCCAADDDEAAFDEEFFFFEE,..x.......x.x........x.......x.x....,16,Beginner,True
puzzle_5698,6,ABCCCCABBBCCAABDDEAADDDEAFFFEEFFFFEE,ABBCCCAABBCCAABDCEAADDDEAFFDEEFFFFEE,ABBBCDABBBDDAABEDDAAEEEDAEEEDDFFFEDD,....x...x...x........x.......x.x....,16,Beginner,True
puzzle_40433,6,AABCCCADBBCCDDDECCDDEECCEEEEFCEEEFFF,ABBCCDABCCCDBBBCDDBEECDDEEEEFDEEEFFF,AABBBBACBBBBCCCBBBCCDEEFDDDDEEDDDEEE,x........x...x.........x..x.......x.,19,Beginner,True
puzzle_45942,6,ABBBBCAABBCCADDCCCDDDCCCDDDEEFDEEEEE,AAAABBCCAABBCDABBBDDDBBEDDDFEEDDDFFE,ABBBBCAABBCCADCCCCADCCCEDDDFEEFFFFFE,..x...x.........x..x.........x...x..,19,Beginner,True
puzzle_65038,6,AABBBBCAABDDAAAEEDAAAAEDFFAEEEFFFFEE,AABBBCAADBCCADDDCCADDDECFFDEEEFFDEEE,ABBBBCAACBCCADCCCCDDDCECFFDEEEFFFEEE,...x..x..........x..x.......x..x....,19,Beginner,True
puzzle_658,6,AAAABBAAABBBCDDEEBCDDEEBDDDFEBDDFFFF,ABBBCCAAABCCAAADDCAEEDDDEEEFDDEFFFFF,ABBBCCABBCCCAABDDCEEEDDDEEEFDDEEEFDD,..x........xx.........x..x.......x..,20,Beginner,True
puzzle_920,6,AAAABBCAABBBCCABBBCDDDBBCDDEFFEEEEEF,AAABBBAACBBBDDCCBBDCCCCEDCCFEEDCFFFE,AAAABBCAABBBCCDDBBCDDDDECDDDEECDDFFE,.x........x.x.......x........x...x..,20,Beginner,True
puzzle_123,6,AAAABBAABBBBCCBDDBCEEDDDEEEDDDEEFFDD,ABBBCCAABDDCAABDDCAEDDDDEEEFDDEEFFFF,ABBBBCAABBCCAABDDCAEDDDDAEEFDDEEFFFF,..x........xx.........x..x.......x..,21,Beginner,True
